======================= Schemathesis test session starts =======================
Schema location: file:///home/runner/work/AquaMind/AquaMind/api/openapi.yaml
Base URL: http://127.0.0.1:8000
Specification version: Open API 3.0.3
[404] Not Found:

    `{"detail":"No FreshwaterStation matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"geography": 0, "latitude": "", "longitude": "", "name": "", "station_type": "BROODSTOCK"}' http://127.0.0.1:8000/api/v1/infrastructure/freshwater-stations/0/

_____________ GET /api/v1/infrastructure/freshwater-stations/{id}/ _____________
1. Test Case ID: zUEU63

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No FreshwaterStation matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/freshwater-stations/0/

____________ PATCH /api/v1/infrastructure/freshwater-stations/{id}/ ____________
1. Test Case ID: RjAfGD

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No FreshwaterStation matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/freshwater-stations/0/

___________ DELETE /api/v1/infrastructure/freshwater-stations/{id}/ ____________
1. Test Case ID: OXuQo7

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No FreshwaterStation matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/freshwater-stations/0/

____________________ PUT /api/v1/infrastructure/halls/{id}/ ____________________
1. Test Case ID: g5BUiI

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Hall matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"freshwater_station": 0, "name": ""}' http://127.0.0.1:8000/api/v1/infrastructure/halls/0/

____________________ GET /api/v1/infrastructure/halls/{id}/ ____________________
1. Test Case ID: 1W2VR6

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No Hall matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/halls/0/

___________________ PATCH /api/v1/infrastructure/halls/{id}/ ___________________
1. Test Case ID: HCWAPD

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Hall matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/halls/0/

__________________ DELETE /api/v1/infrastructure/halls/{id}/ ___________________
1. Test Case ID: M7W3vo

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No Hall matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/halls/0/

_________________ GET /api/v1/infrastructure/container-types/ __________________
1. Test Case ID: NFpN0p

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/infrastructure/container-types/?page=2'

_______________ PUT /api/v1/infrastructure/container-types/{id}/ _______________
1. Test Case ID: H30i7c

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No ContainerType matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"category": "PEN", "max_volume_m3": "", "name": ""}' http://127.0.0.1:8000/api/v1/infrastructure/container-types/0/

_______________ GET /api/v1/infrastructure/container-types/{id}/ _______________
1. Test Case ID: dXwUrJ

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No ContainerType matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/container-types/0/

______________ PATCH /api/v1/infrastructure/container-types/{id}/ ______________
1. Test Case ID: ly6lOO

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No ContainerType matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/container-types/0/

_____________ DELETE /api/v1/infrastructure/container-types/{id}/ ______________
1. Test Case ID: UVaa1Q

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No ContainerType matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/container-types/0/

____________________ GET /api/v1/infrastructure/containers/ ____________________
1. Test Case ID: 9Kn8ZB

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/infrastructure/containers/?page=2'

_________________ PUT /api/v1/infrastructure/containers/{id}/ __________________
1. Test Case ID: TiZDMp

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Container matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"container_type": 0, "max_biomass_kg": "", "name": "", "volume_m3": ""}' http://127.0.0.1:8000/api/v1/infrastructure/containers/0/

_________________ GET /api/v1/infrastructure/containers/{id}/ __________________
1. Test Case ID: HxFdUc

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No Container matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/containers/0/

________________ PATCH /api/v1/infrastructure/containers/{id}/ _________________
1. Test Case ID: RBurf5

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Container matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/containers/0/

________________ DELETE /api/v1/infrastructure/containers/{id}/ ________________
1. Test Case ID: WlP6V1

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No Container matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/containers/0/

___________________ PUT /api/v1/infrastructure/sensors/{id}/ ___________________
1. Test Case ID: Ba5Im6

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Sensor matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"container": 0, "name": "", "sensor_type": "PH"}' http://127.0.0.1:8000/api/v1/infrastructure/sensors/0/

___________________ GET /api/v1/infrastructure/sensors/{id}/ ___________________
1. Test Case ID: MsbCqC

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No Sensor matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/sensors/0/

__________________ PATCH /api/v1/infrastructure/sensors/{id}/ __________________
1. Test Case ID: my0yhT

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Sensor matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/sensors/0/

_________________ DELETE /api/v1/infrastructure/sensors/{id}/ __________________
1. Test Case ID: rKhOUa

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No Sensor matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/sensors/0/

_______________ PUT /api/v1/infrastructure/feed-containers/{id}/ _______________
1. Test Case ID: YVlN4m

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No FeedContainer matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"capacity_kg": "", "container_type": "SILO", "name": ""}' http://127.0.0.1:8000/api/v1/infrastructure/feed-containers/0/

_______________ GET /api/v1/infrastructure/feed-containers/{id}/ _______________
1. Test Case ID: cz3y72

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No FeedContainer matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/feed-containers/0/

______________ PATCH /api/v1/infrastructure/feed-containers/{id}/ ______________
1. Test Case ID: nbbPKy

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No FeedContainer matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/feed-containers/0/

_____________ DELETE /api/v1/infrastructure/feed-containers/{id}/ ______________
1. Test Case ID: yLak7V

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No FeedContainer matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/feed-containers/0/

__________________ GET /api/v1/scenario/temperature-profiles/ __________________
1. Test Case ID: A3Y96X

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/scenario/temperature-profiles/?page=2'

_________________ POST /api/v1/scenario/temperature-profiles/ __________________
[FLAKY] Schemathesis was not able to reliably reproduce this failure

1. Test Case ID: 44KCWl

- Response violates schema

    'reading_count' is a required property

    Schema:

        {
            "type": "object",
            "description": "Serializer for temperature profiles with nested readings.",
            "properties": {
                "profile_id": {
                    "type": "integer",
                    "readOnly": true,
                    "maximum": 9223372036854775807,
                    "minimum": -9223372036854775808
                },
                "name": {
                    "type": "string",
                    "description": "Descriptive name (e.g., 'Faroe Islands Winter')",
                    "maxLength": 255
                },
                "readings": {
                    "type": "array",
                    "items": {
                        "$ref": "#/components/schemas/TemperatureReading"
            // Output truncated...
        }

    Value:

        {
            "profile_id": 3,
            "name": "\u00e8",
            "readings": [],
            "date_range": null,
            "temperature_summary": null,
            "created_at": "2025-07-18T22:52:41.986027Z",
            "updated_at": "2025-07-18T22:52:41.986043Z"
        }

[201] Created:

    `{"profile_id":3,"name":"è","readings":[],"date_range":null,"temperature_summary":null,"created_at":"2025-07-18T22:52:41.986027Z","updated_at":"2025-07-18T22:52:41.986043Z"}`

Reproduce with: 

    curl -X POST -H 'Authorization: [Filtered]' -H 'Content-Type: application/x-www-form-urlencoded' -d 'name=%C3%A8&%F1%84%BF%B6%C3%AB%C2%89%03=8%01%F1%AD%92%94&%5C%E5%86%82%C2%B5%C3%87j%C3%8A%C2%A2q%047%C2%93%C2%A5%C2%93y%5C%23%C2%A4%C3%82%C3%A8%F1%AE%92%90%F2%AA%89%A1%C3%A5%26=False&%5C%E5%86%82%C2%B5%C3%87j%C3%8A%C2%A2q%047%C2%93%C2%A5%C2%93y%5C%23%C2%A4%C3%82%C3%A8%F1%AE%92%90%F2%AA%89%A1%C3%A5%26=%7B%27%27%3A+%7B%27%C3%B2%C3%AF%C2%B1%27%3A+%5B%5D%2C+%27%C3%AE%27%3A+%27%2A%C2%AF%60%27%2C+%27%5Cx93%27%3A+%5BNone%2C+-7.15945823718857e%2B148%2C+4.714131135139561e%2B16%5D%7D%2C+%27__main__%27%3A+%7B%270X%5Cx1e%5Cx99%27%3A+None%2C+%27%5CU00047900%E1%AB%8B%27%3A+1%2C+%27%5Cx9e%5CU0006a224%C3%A1F%5CU0003bf14%C3%AEL%27%3A+5.274636798155774e%2B16%7D%7D&%5C%E5%86%82%C2%B5%C3%87j%C3%8A%C2%A2q%047%C2%93%C2%A5%C2%93y%5C%23%C2%A4%C3%82%C3%A8%F1%AE%92%90%F2%AA%89%A1%C3%A5%26=%5B%5B%5D%2C+%27%27%2C+%7B%7D%5D&%C3%A4%F3%85%9C%A9%F1%95%8A%95=1.7976931348623157e%2B308&%C3%A4%F3%85%9C%A9%F1%95%8A%95=False&%C2%A2%C3%A1J%3B=%C2%B8&%C2%A1%C2%9D=%29%C2%B1%F3%98%97%9F%C2%B36yZ%C3%A53%F2%AE%B4%98&%F2%8A%8B%88%0F%5C%C2%81=%C3%AD&=%F1%A1%B9%9C' http://127.0.0.1:8000/api/v1/scenario/temperature-profiles/

_________ GET /api/v1/scenario/temperature-profiles/download_template/ _________
1. Test Case ID: eWLsp8

- Undocumented Content-Type

    Received: text/csv
    Documented: application/json

[200] OK:

    `date,temperature
    2024-01-01,8.5
    2024-01-02,8.7
    2024-01-03,8.6`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/scenario/temperature-profiles/download_template/

___________ PUT /api/v1/scenario/temperature-profiles/{profile_id}/ ____________
1. Test Case ID: CFVPN8

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No TemperatureProfile matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"name": ""}' http://127.0.0.1:8000/api/v1/scenario/temperature-profiles/0/

___________ GET /api/v1/scenario/temperature-profiles/{profile_id}/ ____________
1. Test Case ID: fq89JX

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No TemperatureProfile matches the given query."}`
